Unnamed: 0,age,balance,campaign,pdays,last_contact,poutcome_success
22416,46,599,2,-1,88,0
22421,55,100,4,-1,88,0
22437,31,125,2,-1,88,0
22454,32,0,2,-1,88,0
22463,50,195,2,-1,88,0
22464,33,80,2,-1,88,0
22465,46,273,2,-1,88,0
22466,50,7907,2,-1,88,0
22469,49,11,2,-1,88,0
22471,36,1898,4,-1,88,0
22474,52,335,5,-1,88,0
22477,33,112,4,-1,88,0
22480,35,1496,4,-1,88,0
22490,30,882,6,-1,88,0
22491,30,817,4,-1,88,0
22494,30,696,4,-1,88,0
22507,59,57,11,-1,88,0
22509,31,-201,4,-1,88,0
22510,36,159,4,-1,88,0
22514,31,47,4,-1,88,0
22523,32,4,4,-1,88,0
22526,57,318,4,-1,88,0
22533,59,1575,11,-1,88,0
22540,55,1598,4,-1,88,0
22542,57,0,6,-1,88,0
22552,45,88,3,-1,88,0
22560,59,0,1,-1,88,0
22562,41,65,1,-1,88,0
22573,47,871,9,-1,88,0
22574,37,1725,7,-1,88,0
22576,43,445,18,-1,88,0
22579,30,-517,2,-1,88,0
22590,59,6264,16,-1,88,0
22595,46,304,5,-1,88,0
22596,55,176,11,-1,88,0
22600,50,321,11,-1,88,0
22602,53,1,10,-1,88,0
22607,49,397,1,-1,88,0
22616,40,2,5,-1,88,0
22618,44,56,8,-1,88,0
22621,33,635,1,-1,88,0
22622,31,34,1,-1,88,0
22623,33,15,1,-1,88,0
22625,57,0,1,-1,88,0
22627,41,46,1,-1,88,0
22638,60,963,10,-1,88,0
22647,31,4028,5,-1,85,0
22652,39,115,9,-1,85,0
22656,58,0,4,-1,85,0
22659,52,381,12,-1,85,0
22665,50,0,3,-1,85,0
22666,59,6271,5,-1,85,0
22673,35,275,5,-1,85,0
22681,33,161,9,-1,85,0
22686,37,0,4,-1,85,0
22688,40,237,5,-1,85,0
22690,37,566,4,-1,85,0
22694,49,635,3,-1,85,0
22696,56,3197,13,-1,85,0
22711,52,597,4,-1,85,0
22717,34,545,4,-1,85,0
22723,47,1990,4,-1,85,0
22729,58,0,5,-1,85,0
22738,33,584,5,-1,85,0
22745,35,29,4,-1,85,0
22748,30,42,6,-1,85,0
22758,58,5188,6,-1,85,0
22759,33,430,2,-1,85,0
22760,36,0,2,-1,85,0
22761,30,604,2,-1,85,0
22762,36,2397,9,-1,85,0
22770,41,51,8,-1,85,0
22772,39,130,18,-1,85,0
22774,33,49,3,-1,85,0
22779,52,142,6,-1,85,0
22780,34,169,4,-1,85,0
22781,55,740,3,-1,85,0
22787,31,2652,9,-1,85,0
22790,59,0,4,-1,85,0
22791,30,3418,7,-1,85,0
22802,43,275,6,-1,85,0
22814,34,15,7,-1,85,0
22817,54,2255,6,-1,85,0
22819,31,0,6,-1,85,0
22820,32,251,6,-1,85,0
22839,32,309,3,-1,85,0
22850,40,103,7,-1,85,0
22858,30,4213,4,-1,85,0
22861,54,3777,2,-1,85,0
22868,31,244,4,-1,85,0
22871,59,6144,5,-1,85,0
22877,45,222,11,-1,85,0
22882,30,420,3,-1,85,0
22887,52,3163,6,-1,85,0
22890,49,5244,4,-1,85,0
22894,49,272,18,-1,85,0
22899,43,778,5,-1,85,0
22903,59,0,5,-1,85,0
22913,44,268,5,-1,84,0
22916,42,0,16,-1,84,0
22928,61,7935,17,-1,84,0
22929,52,1401,8,-1,84,0
22932,47,175,7,-1,84,0
22933,33,0,4,-1,84,0
22936,32,39,11,-1,84,0
22946,53,18,4,-1,84,0
22951,48,0,5,-1,84,0
22952,30,10,8,-1,84,0
22960,53,206,6,-1,84,0
22971,57,31,2,-1,84,0
22980,47,0,4,-1,84,0
22981,35,7838,23,-1,84,0
22995,32,0,2,-1,84,0
22997,43,-166,2,-1,84,0
23001,30,19,2,-1,84,0
23002,59,3096,17,-1,84,0
23008,55,630,2,-1,84,0
23015,45,512,2,-1,84,0
23022,54,19,2,-1,84,0
23025,40,0,16,-1,84,0
23031,42,154,10,-1,84,0
23057,47,0,4,-1,84,0
23058,49,108,6,-1,84,0
23061,47,581,6,-1,84,0
23080,50,1617,4,-1,84,0
23084,32,5,4,-1,84,0
23085,41,236,4,-1,84,0
23086,52,385,4,-1,84,0
23091,35,71,4,-1,84,0
23092,37,725,13,-1,84,0
23096,50,370,6,-1,84,0
23099,33,362,6,-1,84,0
23114,36,23,11,-1,84,0
23115,32,0,3,-1,84,0
23116,34,1974,3,-1,84,0
23117,30,1271,5,-1,84,0
23119,31,734,9,-1,84,0
23136,56,370,12,-1,84,0
23137,59,745,9,-1,84,0
23148,40,0,7,-1,84,0
23149,36,154,7,-1,84,0
23151,36,699,8,-1,84,0
23153,38,-363,2,-1,84,0
23155,32,387,4,-1,84,0
23158,31,526,13,-1,84,0
23163,39,373,4,-1,84,0
23165,32,485,14,-1,84,0
23173,34,296,13,-1,83,0
23178,38,187,7,-1,83,0
23179,50,1503,12,-1,83,0
23186,45,917,8,-1,83,0
23188,51,3413,7,-1,83,0
23192,58,0,13,-1,83,0
23196,52,1158,4,-1,83,0
23199,37,143,6,-1,83,0
23202,32,1836,9,-1,83,0
23203,49,-417,20,-1,83,0
23204,59,2396,6,-1,83,0
23206,41,6563,8,-1,83,0
23211,40,336,6,-1,83,0
23219,59,0,11,-1,83,0
23220,44,-84,6,-1,83,0
23221,35,344,16,-1,83,0
23229,31,313,2,-1,83,0
23231,33,7084,8,-1,83,0
23235,36,30,2,-1,83,0
23238,38,3228,8,-1,83,0
23255,32,0,2,-1,83,0
23257,51,16,2,-1,83,0
23266,47,6,4,-1,83,0
23268,33,-173,4,-1,83,0
23272,38,-453,9,-1,83,0
23273,56,605,6,-1,83,0
23285,42,314,22,-1,83,0
23291,31,607,5,-1,83,0
23295,52,470,8,-1,83,0
23301,49,2809,9,-1,83,0
23304,34,1057,10,-1,83,0
23310,32,157,4,-1,83,0
23317,35,198,13,-1,83,0
23323,33,48,14,-1,83,0
23351,48,2321,7,-1,83,0
23354,39,816,3,-1,83,0
23358,58,1905,5,-1,83,0
23362,56,83,11,-1,83,0
23367,32,5118,12,-1,83,0
23373,54,124,11,-1,83,0
23381,55,1713,5,-1,83,0
23391,35,753,9,-1,83,0
23393,53,12,10,-1,83,0
23396,32,930,7,-1,83,0
23400,32,725,4,-1,83,0
23407,40,-1545,13,-1,83,0
23417,50,238,5,-1,83,0
23419,52,190,3,-1,83,0
23424,47,-315,9,-1,83,0
23426,54,-102,7,-1,83,0
23429,32,518,5,-1,83,0
23430,38,0,3,-1,83,0
23443,33,5943,8,-1,82,0
23445,32,2629,4,-1,82,0
23453,30,0,10,-1,82,0
23459,58,-146,8,-1,82,0
23465,58,0,19,-1,82,0
23467,34,630,8,-1,82,0
23471,34,0,11,-1,82,0
23474,55,3207,12,-1,82,0
23497,32,36,7,-1,82,0
23500,30,0,6,-1,82,0
23501,56,556,4,-1,82,0
23504,41,1559,7,-1,82,0
23511,37,839,11,-1,82,0
23512,33,0,2,-1,82,0
23514,52,-542,2,-1,82,0
23521,42,-105,2,-1,82,0
23529,57,75,2,-1,82,0
23547,32,0,13,-1,82,0
23551,50,1545,8,-1,82,0
23557,44,2179,10,-1,82,0
23560,55,185,4,-1,82,0
23564,53,761,6,-1,82,0
23569,42,759,6,-1,82,0
23572,37,6743,13,-1,82,0
23589,55,0,28,-1,82,0
23593,44,134,4,-1,82,0
23594,53,5603,6,-1,82,0
23599,33,6174,14,-1,82,0
23605,42,59,13,-1,82,0
23614,54,0,6,-1,82,0
23617,55,879,8,-1,82,0
23618,37,729,8,-1,82,0
23620,58,7881,8,-1,82,0
23624,49,2420,13,-1,82,0
23626,38,173,8,-1,82,0
23628,33,111,23,-1,82,0
23632,34,0,6,-1,82,0
23640,31,0,16,-1,82,0
23641,34,-173,2,-1,82,0
23650,53,658,25,-1,82,0
23655,35,75,19,-1,82,0
23660,52,118,20,-1,82,0
23670,36,466,1,-1,82,0
23679,32,-300,9,-1,82,0
23685,39,1522,8,-1,82,0
23689,45,77,1,-1,82,0
23690,45,12,3,-1,82,0
23694,30,42,3,-1,82,0
23703,37,552,1,-1,82,0
23705,43,685,7,-1,82,0
23708,34,2032,12,-1,82,0
23717,50,565,3,-1,82,0
23723,31,182,5,-1,82,0
23727,35,556,8,-1,82,0
23734,30,3,6,-1,82,0
23739,49,588,9,-1,82,0
23741,42,3501,22,-1,82,0
23742,47,3440,10,-1,82,0
23744,36,63,14,-1,82,0
23751,30,1286,12,-1,82,0
23754,35,1684,8,-1,82,0
23760,38,0,10,-1,82,0
23770,60,-50,12,-1,82,0
23776,55,55,17,-1,82,0
23779,32,235,6,-1,82,0
23780,32,792,2,-1,81,0
23782,33,2059,2,-1,81,0
23786,36,432,2,-1,81,0
23790,59,0,2,-1,81,0
23791,37,4293,2,-1,81,0
23792,42,0,12,-1,81,0
23799,38,82,13,-1,81,0
23804,45,373,11,-1,81,0
23805,32,134,2,-1,81,0
23813,38,300,5,-1,81,0
23815,30,32,2,-1,81,0
23829,45,54,3,-1,81,0
23831,37,160,2,-1,81,0
23832,51,462,2,-1,81,0
23836,35,0,2,-1,81,0
23844,48,700,2,-1,81,0
23847,39,239,2,-1,81,0
23852,46,877,2,-1,81,0
23860,32,284,2,-1,81,0
23863,34,96,2,-1,81,0
23865,32,444,2,-1,81,0
23870,31,-2,2,-1,81,0
23874,36,4,2,-1,81,0
23876,38,1314,2,-1,81,0
23878,39,0,2,-1,81,0
23881,56,628,2,-1,81,0
23886,50,0,2,-1,81,0
23892,33,233,2,-1,81,0
23894,55,0,2,-1,81,0
23899,47,310,2,-1,81,0
23901,41,2408,2,-1,81,0
23902,46,1685,2,-1,81,0
23909,39,36,2,-1,81,0
23914,38,173,4,-1,81,0
23922,49,102,2,-1,81,0
23930,42,-166,4,-1,81,0
23932,43,257,6,-1,81,0
23934,40,0,3,-1,81,0
23940,33,842,4,-1,81,0
23950,33,1255,4,-1,81,0
23953,41,-120,4,-1,81,0
23954,54,324,11,-1,81,0
23959,41,5936,11,-1,81,0
23962,55,46,4,-1,81,0
23963,36,10,4,-1,81,0
23978,38,46,4,-1,81,0
23982,33,74,2,-1,81,0
23991,37,-3,4,-1,81,0
23993,52,627,10,-1,81,0
23994,49,1683,4,-1,81,0
23995,36,35,2,-1,81,0
23996,32,224,4,-1,81,0
24004,37,449,4,-1,81,0
24010,46,591,2,-1,81,0
24013,39,0,6,-1,81,0
24024,37,0,12,-1,81,0
24025,47,84,3,-1,81,0
24033,37,3452,9,-1,81,0
24043,28,9,1,-1,32,0
24046,37,199,1,-1,31,0
24054,48,1279,1,-1,29,0
24068,45,5346,1,-1,28,0
24072,36,2415,1,86,27,0
24076,40,3352,1,-1,26,0
24080,56,589,1,147,26,1
24082,26,1445,1,-1,26,0
24088,37,1967,1,-1,22,0
24090,39,437,1,-1,22,0
24092,27,2329,1,-1,22,0
24107,35,7506,1,-1,19,0
24111,34,0,1,-1,19,0
24112,35,3623,1,-1,19,0
24117,27,185,1,-1,18,0
24119,41,523,1,-1,14,0
24124,56,6619,1,-1,14,0
24143,40,5060,1,-1,9,0
24160,34,899,1,170,6,0
24166,43,219,1,-1,5,0
24172,32,700,1,-1,5,0
24174,49,3608,1,-1,5,0
24178,32,2089,1,-1,4,0
24182,30,816,1,-1,4,0
24184,44,1631,1,195,1,0
24188,58,-942,1,-1,1,0
24193,35,1577,1,-1,1,0
24194,41,7028,1,-1,1,0
24195,50,665,1,-1,1,0
24198,34,105,1,196,1,0
24208,40,1623,1,167,1,0
24210,47,0,1,-1,1,0
24211,43,1648,1,-1,1,0
24212,56,6798,1,-1,1,0
24214,54,69,1,-1,1,0
24222,58,425,1,-1,1,0
24224,45,1323,1,-1,1,0
24227,47,1028,1,-1,1,0
24233,50,4278,1,-1,1,0
24248,53,65,1,-1,1,0
24250,45,1477,1,132,1,0
24253,39,401,1,129,1,0
24268,44,1034,1,-1,1,0
24272,40,17,1,-1,1,0
24273,43,0,1,-1,1,0
24274,57,1540,1,-1,1,0
24279,50,0,1,-1,1,0
24280,57,1749,2,-1,1,0
24286,46,-60,1,-1,1,0
24287,59,6284,1,-1,1,0
24288,44,0,1,-1,1,0
24296,49,1084,1,-1,1,0
24297,54,5249,1,-1,1,0
24299,50,633,1,111,1,0
24304,47,4403,1,-1,1,0
24307,42,69,1,-1,1,0
24308,33,326,1,-1,1,0
24314,40,856,1,-1,1,0
24315,50,246,1,123,1,0
24318,41,0,1,-1,1,0
24320,54,0,1,-1,1,0
24322,50,5420,1,-1,1,0
24325,49,272,1,-1,1,0
24326,40,5766,2,173,1,0
24331,36,5057,1,166,1,0
24337,58,4962,1,-1,1,0
24341,54,865,1,-1,1,0
24346,48,8106,1,111,1,0
24347,45,30,1,-1,1,0
24348,51,518,1,-1,1,0
24351,49,12226,2,-1,1,0
24353,53,1364,1,115,1,0
24358,46,46,1,152,1,0
24362,51,-355,2,-1,1,0
24370,52,2578,1,-1,1,0
24383,36,7343,1,-1,1,0
24394,46,1306,1,-1,1,0
24403,40,1952,1,-1,1,0
24405,54,472,2,150,1,0
24408,30,1435,3,-1,1,0
24409,41,0,2,-1,1,0
24416,43,-36,1,104,1,0
24421,43,0,2,193,1,0
24432,37,1467,1,-1,1,0
24433,38,0,1,-1,1,0
24434,48,427,1,-1,1,0
24451,54,2398,1,-1,1,0
24453,39,0,1,-1,1,0
24457,47,2192,1,-1,1,0
24458,45,4005,1,-1,1,0
24463,32,0,2,-1,1,0
24464,35,0,1,-1,1,0
24465,51,17092,1,-1,1,0
24468,53,6164,1,-1,1,0
24477,56,13,1,-1,1,0
24479,44,300,1,-1,1,0
24480,58,2747,2,-1,1,0
24483,32,81,1,-1,1,0
24486,42,373,1,154,1,0
24489,45,2020,1,131,1,0
24498,52,0,2,-1,1,0
24511,51,-174,1,-1,1,0
24518,56,588,2,-1,1,0
24521,45,0,1,-1,1,0
24523,53,2289,1,-1,1,0
24531,51,248,2,126,1,0
24532,44,226,3,-1,1,0
24551,41,4593,1,-1,1,0
24553,50,4,1,96,1,0
24554,58,3111,1,188,1,0
24563,40,0,1,-1,1,0
24564,42,1143,1,-1,1,0
24565,41,0,1,-1,1,0
24568,59,34247,2,-1,1,0
24569,55,0,1,-1,1,0
24572,39,2,1,-1,1,0
24574,36,3837,1,193,1,1
24583,32,0,2,195,1,0
24586,33,2155,1,-1,1,0
24588,41,20,1,151,1,0
24591,51,230,1,195,1,0
24595,44,3843,1,150,1,0
24596,56,109,1,129,1,0
24600,59,3640,2,-1,1,0
24610,34,1049,2,129,1,0
24616,38,0,2,193,1,0
24621,56,1168,2,-1,1,0
24625,47,0,2,-1,1,0
24628,50,463,3,-1,1,0
24633,50,-403,2,119,1,0
24638,40,1029,2,117,1,0
24640,50,1241,2,-1,1,0
24647,34,815,2,-1,1,0
24651,32,2378,2,-1,1,0
24667,45,1503,3,-1,1,0
24669,43,68,2,-1,1,0
24673,34,876,2,-1,1,0
24679,54,1162,2,-1,1,0
24685,43,430,2,-1,1,0
24686,40,219,2,196,1,0
24697,40,1269,1,172,1,0
24708,51,12,1,-1,1,0
24718,46,4958,3,150,1,0
24721,44,106,1,175,1,0
24724,58,2479,1,-1,1,0
24730,42,981,1,-1,1,0
24745,33,751,1,-1,0,0
24762,34,7717,1,-1,0,0
24767,34,135,1,-1,0,0
24773,35,1613,1,-1,0,0
24783,56,0,1,-1,0,0
24785,33,280,1,-1,0,0
24797,31,2,1,-1,0,0
24808,33,1636,1,-1,0,0
24813,47,93,1,-1,0,0
24815,45,3944,1,-1,0,0
24818,32,2831,2,-1,0,0
24838,42,-247,2,28,0,1
24844,35,5260,1,182,0,0
24850,33,1769,1,182,0,0
24854,46,7378,1,-1,0,0
24855,52,-723,1,-1,0,0
24858,46,68,2,155,0,0
24862,31,225,1,-1,0,0
24872,36,0,1,96,0,0
24876,51,1194,1,186,0,0
24877,48,363,1,-1,0,0
24880,30,414,5,-1,0,0
24882,38,259,1,-1,0,0
24885,37,0,2,-1,0,0
24888,49,-24,3,-1,0,0
24892,37,2152,1,-1,0,0
24895,35,4463,1,-1,0,0
24897,42,1958,1,172,0,0
24907,35,7530,1,-1,0,0
24913,43,1375,1,-1,0,0
24917,42,2273,1,112,0,0
24918,41,1100,1,173,0,0
24928,53,53,1,-1,0,0
24941,34,10,1,173,0,0
24947,44,1880,1,124,0,0
24948,45,5862,1,110,0,0
24950,36,342,1,-1,0,0
24951,58,1021,1,-1,0,0
24959,47,829,1,188,0,0
24960,47,3237,1,187,0,0
24961,35,222,1,190,0,0
24965,34,178,1,-1,0,0
24970,39,585,1,181,0,0
24978,57,0,1,-1,0,0
24981,40,701,1,-1,0,0
24983,50,541,1,-1,0,0
24986,50,-353,1,175,0,0
24992,56,0,1,154,0,0
24994,36,871,1,-1,0,0
24999,30,83,2,196,0,0
25001,55,5010,1,-1,0,0
25008,53,800,1,-1,0,0
25022,37,690,1,179,0,0
25028,46,1758,1,-1,0,0
25031,51,730,2,-1,0,0
25049,50,232,1,-1,0,0
25053,38,193,1,-1,0,0
25055,31,0,1,-1,0,0
25057,46,771,1,-1,0,0
25058,45,16,1,110,0,0
25070,53,8563,1,-1,0,0
25072,43,103,1,183,0,0
25073,37,5427,1,159,0,0
25078,37,1743,1,113,0,0
25084,43,17655,1,-1,0,0
25086,33,46,1,-1,0,0
25087,58,8600,1,-1,0,0
25088,50,5776,3,-1,0,0
25091,33,82,2,-1,0,0
25107,42,364,1,-1,0,0
25127,40,1216,1,-1,0,0
25130,38,2008,1,-1,0,0
25131,34,2320,1,-1,0,0
25133,31,2076,1,127,0,0
25135,46,3046,1,183,0,0
25138,56,803,2,-1,0,0
25141,33,275,1,-1,0,0
25142,36,215,1,-1,0,0
25148,34,11,1,124,0,0
25153,48,3008,1,187,0,0
25163,35,421,1,-1,0,0
25169,52,-2,1,-1,0,0
25173,39,514,4,-1,0,0
25175,47,19,2,123,0,0
25181,59,797,2,165,0,0
25182,34,20,2,-1,0,0
25185,48,3713,2,-1,0,0
25188,36,-38,2,-1,0,0
25189,47,2540,5,-1,0,0
25192,39,10189,2,123,0,0
25196,55,78,2,-1,0,0
25198,36,-148,2,-1,0,0
25199,54,506,2,104,0,0
25200,36,461,2,-1,0,0
25203,51,-516,2,187,0,0
25210,31,530,2,-1,0,0
25212,58,4428,3,-1,0,0
25221,47,21,2,-1,0,0
25226,36,-92,3,-1,0,0
25230,36,402,2,154,0,0
25234,32,0,2,168,0,0
25237,33,480,2,-1,0,0
25240,43,-2122,3,-1,0,0
25248,50,5816,2,-1,0,0
25264,38,4644,2,-1,0,0
25274,30,0,2,111,0,0
25280,34,1430,3,-1,0,0
25285,42,898,2,131,0,0
25290,37,676,2,-1,0,0
25296,43,1943,2,-1,0,0
25299,40,132,2,-1,0,0
25309,40,1411,3,-1,0,0
25317,32,6188,1,-1,0,0
25318,30,1439,1,-1,0,0
25321,47,1095,1,110,0,0
25324,56,12539,1,-1,0,0
25326,50,1477,2,-1,0,0
25329,53,952,3,-1,0,0
25332,41,22,3,126,0,0
25335,34,47,2,-1,0,0
25348,35,0,4,-1,0,0
25349,47,153,2,-1,0,0
25350,51,1937,4,152,0,0
25352,37,960,3,-1,0,0
25354,45,0,5,-1,0,0
25362,49,-341,2,-1,0,0
25364,36,-179,2,124,0,0
25379,34,172,1,-1,0,0
25381,33,833,6,-1,0,0
25391,46,177,1,-1,0,0
25394,35,496,3,-1,0,0
25405,42,1540,1,-1,0,0
25410,35,2019,2,144,0,0
25415,36,369,4,102,0,0
25418,51,538,4,-1,0,0
25420,45,17,1,152,0,0
25422,31,355,1,193,0,0
25425,51,3899,6,-1,0,0
25430,56,1390,1,-1,0,0
25433,41,1362,1,-1,0,0
25436,46,1082,1,-1,0,0
25438,36,3343,1,-1,0,0
25449,33,48,5,-1,-1,0
25451,35,808,1,-1,-1,0
25462,55,4053,1,166,-1,0
25469,50,0,1,-1,-1,0
25472,46,138,1,-1,-1,0
25477,42,412,4,169,-1,0
25478,30,314,2,175,-1,1
25482,32,1156,1,182,-1,0
25486,31,3625,1,180,-1,0
25493,33,102,1,-1,-1,0
25495,52,299,4,-1,-1,0
25497,52,488,3,-1,-1,0
25499,45,2185,4,-1,-1,0
25501,43,2124,1,-1,-1,0
25505,31,7118,1,168,-1,0
25507,37,345,1,-1,-1,0
25513,33,0,1,170,-1,0
25518,57,604,1,-1,-1,0
25524,30,4319,1,-1,-1,0
25525,32,2089,1,5,-1,1
25528,51,1760,1,-1,-1,0
25529,43,186,1,-1,-1,0
25532,38,2600,1,-1,-1,0
25535,31,1186,1,180,-1,0
25549,40,961,1,133,-1,0
25550,35,-126,1,-1,-1,0
25554,42,266,1,-1,-1,0
25565,58,60,2,-1,-1,0
25567,36,649,1,111,-1,0
25569,35,771,1,93,-1,0
25574,30,521,1,-1,-1,0
25575,49,342,3,-1,-1,0
25578,37,804,1,170,-1,0
25586,48,5057,1,-1,-1,0
25590,48,3663,1,-1,-1,0
25593,31,287,1,-1,-1,0
25594,45,1309,1,170,-1,0
25595,30,234,1,169,-1,0
25598,56,238,1,-1,-1,0
25607,41,67,1,-1,-1,0
25621,44,2878,3,-1,-1,0
25626,55,1983,1,-1,-1,0
25630,50,1580,3,-1,-1,0
25636,40,4608,2,156,-1,0
25638,35,2189,3,-1,-1,0
25641,40,1783,1,-1,-1,0
25656,57,2762,1,-1,-1,0
25659,41,81,3,-1,-1,0
25664,48,2749,1,-1,-1,0
25666,31,14,1,-1,-1,0
25696,41,36,3,-1,-1,0
25707,30,2284,1,-1,-1,0
25709,32,11524,3,-1,-1,0
25710,51,6451,2,-1,-1,0
25721,37,1165,3,190,-1,1
25727,43,1927,1,-1,-1,0
25737,53,241,1,-1,-1,0
25739,42,807,1,-1,-1,0
25745,41,2184,1,153,-1,0
25746,48,-285,1,-1,-1,0
25756,36,1503,1,-1,-1,0
25759,39,6012,1,119,-1,0
25761,36,377,1,-1,-1,0
25767,41,1011,1,174,-1,0
25773,43,1577,1,-1,-1,0
25774,56,107,1,-1,-1,0
25786,36,0,3,-1,-1,0
25788,32,7558,2,-1,-1,0
25793,57,0,1,-1,-1,0
25794,45,1066,2,-1,-1,0
25795,55,938,1,-1,-1,0
25807,36,6077,1,-1,-1,0
25809,41,3700,1,-1,-1,0
25811,46,1322,1,-1,-1,0
25813,37,1353,1,-1,-1,0
25832,51,10995,2,-1,-1,0
25833,45,3080,1,-1,-1,0
25835,35,816,7,-1,-1,0
25837,46,3317,2,-1,-1,0
25839,37,253,2,153,-1,0
25843,50,8583,1,-1,-1,0
25844,45,1009,2,-1,-1,0
25855,53,26306,3,-1,-1,0
25859,41,115,2,-1,-1,0
25875,31,2420,1,-1,-1,0
25886,55,12675,2,-1,-1,0
25888,43,12618,1,-1,-1,0
25894,44,612,1,-1,-1,0
25906,31,203,1,-1,-1,0
25912,52,1291,1,169,-1,0
25914,41,-608,6,-1,-1,0
25916,30,946,1,183,-1,0
25919,57,5935,2,198,-1,0
25921,37,332,2,-1,-1,0
25940,42,515,2,-1,-1,0
25942,52,3204,1,-1,-1,0
25944,48,1175,1,-1,-1,0
25947,36,2622,1,127,-1,0
25950,38,2240,1,183,-1,0
25954,32,269,1,-1,-1,0
25955,55,4733,1,174,-1,0
25957,31,8295,1,-1,-1,0
25961,57,3495,3,-1,-1,0
25964,50,167,1,133,-1,0
25966,54,2272,1,189,-1,0
25967,50,5794,1,-1,-1,0
25970,31,5238,2,-1,-1,0
25976,40,1708,2,174,-1,0
25979,36,1207,2,-1,-1,0
25987,32,2515,2,-1,-1,0
25988,40,12212,3,-1,-1,0
25990,33,0,2,-1,-1,0
25992,37,-483,3,-1,-1,0
26005,30,631,2,-1,-1,0
26007,44,6649,2,-1,-1,0
26026,42,16,3,-1,-1,0
26030,39,12855,4,173,-1,0
26039,54,1956,5,-1,-1,0
26040,52,1648,3,-1,-1,0
26052,55,372,5,-1,-1,0
26056,56,382,2,-1,-1,0
26059,33,3910,2,-1,-1,0
26068,57,839,2,-1,-1,0
26076,32,80,2,-1,-1,0
26079,37,0,3,-1,-1,0
26080,45,1148,2,-1,-1,0
26089,53,32464,4,-1,-1,0
26091,54,0,3,-1,-1,0
26096,49,4259,3,111,-1,0
26098,41,4717,2,-1,-1,0
26100,40,3352,2,27,-1,1
26104,35,759,3,-1,-1,0
26110,32,254,3,-1,-1,0
26126,49,0,2,-1,-1,0
26134,53,2924,6,-1,-1,0
26136,41,0,6,-1,-1,0
26137,47,8515,7,112,-2,0
26140,40,1349,3,-1,-2,0
26143,54,459,3,-1,-2,0
26145,52,427,3,-1,-2,0
26150,37,7245,6,-1,-2,0
26151,33,1631,6,-1,-2,0
26154,30,458,7,-1,-2,0
26163,36,10041,2,184,-2,0
26170,30,3100,1,183,-2,0
26172,31,347,1,-1,-2,0
26175,31,461,1,-1,-2,0
26180,46,5393,2,-1,-2,0
26187,31,713,1,-1,-2,0
26203,39,3294,1,-1,-2,0
26204,53,7,1,-1,-2,0
26205,34,673,1,184,-2,0
26209,33,247,1,-1,-2,0
26210,34,368,4,-1,-2,0
26215,41,195,1,167,-2,0
26221,38,1448,1,-1,-2,0
26222,59,667,1,-1,-2,0
26229,37,523,4,-1,-2,0
26233,38,8953,1,-1,-2,0
26234,35,935,1,176,-2,0
26243,42,0,2,-1,-2,0
26250,32,6402,1,-1,-2,0
26253,35,8489,1,-1,-2,0
26256,34,9851,5,-1,-2,0
26261,42,3,1,190,-2,0
26279,35,5551,1,-1,-2,0
26280,51,294,1,-1,-2,0
26286,49,8545,1,-1,-2,0
26290,38,6994,2,-1,-2,0
26293,54,2132,1,-1,-2,0
26302,55,1161,6,-1,-2,0
26304,50,1545,1,-1,-2,0
26308,33,3214,1,-1,-2,0
26315,51,3736,1,-1,-2,0
26320,31,167,1,-1,-2,0
26325,50,0,1,190,-2,0
26326,35,1801,1,-1,-2,0
26327,54,4608,3,-1,-2,0
26328,32,8859,1,-1,-2,0
26339,52,0,2,-1,-2,0
26340,35,448,6,-1,-2,0
26346,34,79,1,-1,-2,0
26351,52,10021,1,-1,-2,0
26353,41,7735,1,190,-2,0
26364,56,424,5,-1,-2,0
26369,48,4906,1,190,-2,0
26370,31,503,1,-1,-2,0
26372,34,7962,2,-1,-2,0
26373,30,2153,1,-1,-2,0
26379,30,2289,1,-1,-2,0
26387,40,196,1,-1,-2,0
26389,35,5304,1,183,-2,0
26395,48,3520,4,-1,-2,0
26397,47,1315,4,-1,-2,0
26404,52,1115,1,164,-2,0
26411,37,0,3,-1,-2,0
26414,47,-744,1,-1,-2,0
26422,30,5746,2,-1,-2,0
26423,57,1888,1,-1,-2,0
26425,32,8957,1,-1,-2,0
26431,31,328,1,-1,-2,0
26432,59,4190,1,-1,-2,0
26433,37,693,2,-1,-2,0
26435,37,862,1,122,-2,0
26442,46,3455,4,190,-2,0
26445,44,-230,1,177,-2,0
26446,34,16,1,-1,-2,0
26455,39,7,4,-1,-2,0
26457,30,3086,1,-1,-2,0
26463,34,273,1,188,-2,1
26464,31,10,1,-1,-2,0
26468,35,-476,6,177,-2,0
26478,53,21522,3,149,-2,0
26480,39,225,2,-1,-2,0
26486,47,3844,4,-1,-2,0
26489,30,10735,1,-1,-2,0
26496,42,985,2,-1,-2,0
26502,43,699,2,122,-2,0
26504,53,421,1,-1,-2,0
26514,40,4441,2,183,-2,0
26516,53,3815,2,149,-2,0
26519,33,2711,1,104,-2,0
26539,55,1102,1,189,-2,0
26545,57,2236,8,190,-2,0
26553,46,197,4,-1,-2,0
26555,31,307,2,-1,-2,0
26558,32,2555,1,-1,-2,0
26562,33,3401,1,-1,-2,0
26563,38,1327,1,-1,-2,0
26571,31,627,2,-1,-2,0
26573,51,7928,1,-1,-2,0
26579,37,3068,2,195,-2,0
26580,32,983,2,133,-2,0
26583,31,0,1,-1,-2,0
